filename,width,height,class,xmin,ymin,xmax,ymax
WhatsApp-Image-2023-04-12-at-12-46-16-AM_jpeg.rf.0a41a985962340175d2de38280c6354f.jpg,640,640,Cefaclav,190,162,306,185
WhatsApp-Image-2023-04-12-at-12-46-16-AM_jpeg.rf.0a41a985962340175d2de38280c6354f.jpg,640,640,Rolac,182,232,254,256
WhatsApp-Image-2023-04-12-at-12-46-16-AM_jpeg.rf.0a41a985962340175d2de38280c6354f.jpg,640,640,Maxpro,195,310,309,337
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.0829b91a3744c914f867879e570faa54.jpg,640,640,Cefaclav,306,122,406,147
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.0829b91a3744c914f867879e570faa54.jpg,640,640,Aristoderm,238,196,379,230
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.0829b91a3744c914f867879e570faa54.jpg,640,640,Solas,348,332,406,361
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.0829b91a3744c914f867879e570faa54.jpg,640,640,Fenofex,355,394,433,421
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.0829b91a3744c914f867879e570faa54.jpg,640,640,Xyril,382,436,438,464
WhatsApp-Image-2023-04-12-at-12-48-19-AM-1-_jpeg.rf.0829b91a3744c914f867879e570faa54.jpg,640,640,Emolent Plus,320,485,441,514
329781242_175029765459830_6870364758493628944_n_jpg.rf.06a1ca09ca0fb84546afd30d93ce9bf5.jpg,640,640,Renova,343,240,438,279
329781242_175029765459830_6870364758493628944_n_jpg.rf.06a1ca09ca0fb84546afd30d93ce9bf5.jpg,640,640,Napa,353,402,428,435
329781242_175029765459830_6870364758493628944_n_jpg.rf.06a1ca09ca0fb84546afd30d93ce9bf5.jpg,640,640,Ceftid,354,510,431,550
WhatsApp-Image-2023-04-12-at-12-48-19-AM_jpeg.rf.06a10d0ce36e6851052050e8fbfa3a6c.jpg,640,640,B - W,357,292,440,322
WhatsApp-Image-2023-04-12-at-12-48-19-AM_jpeg.rf.06a10d0ce36e6851052050e8fbfa3a6c.jpg,640,640,Aristobet,377,445,507,481
WhatsApp-Image-2023-04-16-at-8-25-32-PM_jpeg.rf.0adf2aa1ecef3c200d3c152e0e0edc96.jpg,640,640,Ceftriaxone,236,290,400,334
WhatsApp-Image-2023-04-16-at-8-25-32-PM_jpeg.rf.0adf2aa1ecef3c200d3c152e0e0edc96.jpg,640,640,Algin,261,374,347,408
WhatsApp-Image-2023-04-16-at-8-25-32-PM_jpeg.rf.0adf2aa1ecef3c200d3c152e0e0edc96.jpg,640,640,Emistat,264,466,424,505
WhatsApp-Image-2023-04-16-at-8-25-32-PM_jpeg.rf.0adf2aa1ecef3c200d3c152e0e0edc96.jpg,640,640,Omeprazole,239,328,436,364
WhatsApp-Image-2023-04-16-at-8-25-32-PM_jpeg.rf.0adf2aa1ecef3c200d3c152e0e0edc96.jpg,640,640,Nalbun,276,411,419,451
WhatsApp-Image-2023-04-12-at-12-23-23-PM_jpeg.rf.0bd9274345a51a2e7e60d304bcaaae7c.jpg,640,640,Dimerol,290,234,421,265
WhatsApp-Image-2023-04-12-at-12-23-23-PM_jpeg.rf.0bd9274345a51a2e7e60d304bcaaae7c.jpg,640,640,Glipita,337,291,456,318
WhatsApp-Image-2023-04-12-at-12-23-23-PM_jpeg.rf.0bd9274345a51a2e7e60d304bcaaae7c.jpg,640,640,Kindical DX,326,345,536,377
WhatsApp-Image-2023-04-12-at-12-23-23-PM_jpeg.rf.0bd9274345a51a2e7e60d304bcaaae7c.jpg,640,640,Tri B,342,395,463,429
WhatsApp-Image-2023-04-12-at-12-23-23-PM_jpeg.rf.0bd9274345a51a2e7e60d304bcaaae7c.jpg,640,640,Omidon,346,445,449,474
WhatsApp-Image-2023-04-12-at-12-23-23-PM_jpeg.rf.0bd9274345a51a2e7e60d304bcaaae7c.jpg,640,640,Napa Extend,346,500,554,536
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Azithrocin,274,149,375,178
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Fexo,299,201,346,223
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Halobet,261,259,349,282
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Emolent,287,307,378,331
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Almex,350,354,420,380
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Esoral,367,418,455,447
WhatsApp-Image-2023-04-11-at-11-49-36-PM-1-_jpeg.rf.0a6f1a36713a147cd801ad9c9c869c63.jpg,640,640,Ticas,309,486,380,513
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.0ebfe769387908dfe496eb61da4b62c9.jpg,640,640,Advel,241,165,329,187
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.0ebfe769387908dfe496eb61da4b62c9.jpg,640,640,Esotid,251,213,331,235
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.0ebfe769387908dfe496eb61da4b62c9.jpg,640,640,Fixcef Plus,237,244,388,271
WhatsApp-Image-2023-04-15-at-10-42-16-AM_jpeg.rf.0ebfe769387908dfe496eb61da4b62c9.jpg,640,640,Deleta,257,283,348,308
WhatsApp-Image-2023-04-13-at-1-56-14-PM-2-_jpeg.rf.0d52f09e80290576f1ea079ff004f2a4.jpg,640,640,Azmasol,141,207,261,239
WhatsApp-Image-2023-04-13-at-1-56-14-PM-2-_jpeg.rf.0d52f09e80290576f1ea079ff004f2a4.jpg,640,640,Ticamet,145,283,274,315
WhatsApp-Image-2023-04-13-at-1-56-14-PM-2-_jpeg.rf.0d52f09e80290576f1ea079ff004f2a4.jpg,640,640,Provair,213,350,314,389
WhatsApp-Image-2023-04-13-at-1-56-14-PM-2-_jpeg.rf.0d52f09e80290576f1ea079ff004f2a4.jpg,640,640,Osartil,226,496,339,538
WhatsApp-Image-2023-04-13-at-1-56-14-PM-2-_jpeg.rf.0d52f09e80290576f1ea079ff004f2a4.jpg,640,640,Unilin,218,424,324,466
WhatsApp-Image-2023-04-13-at-1-56-14-PM-2-_jpeg.rf.0d52f09e80290576f1ea079ff004f2a4.jpg,640,640,Glipita,251,569,341,597
WhatsApp-Image-2023-04-12-at-12-46-28-AM_jpeg.rf.0d42e74090fb68b27c6fa1e7287c618c.jpg,640,640,Myosit,315,113,463,168
WhatsApp-Image-2023-04-12-at-12-46-28-AM_jpeg.rf.0d42e74090fb68b27c6fa1e7287c618c.jpg,640,640,Giane,325,291,438,341
WhatsApp-Image-2023-04-12-at-12-46-30-AM-1-_jpeg.rf.0ff0787591b08ad62e25ae79a2e569e7.jpg,640,640,Fixal,226,234,297,270
WhatsApp-Image-2023-04-12-at-12-46-30-AM-1-_jpeg.rf.0ff0787591b08ad62e25ae79a2e569e7.jpg,640,640,Nebulization,185,151,332,189
WhatsApp-Image-2023-04-12-at-12-46-30-AM-1-_jpeg.rf.0ff0787591b08ad62e25ae79a2e569e7.jpg,640,640,Levostar,227,327,342,362
WhatsApp-Image-2023-04-12-at-12-46-30-AM-1-_jpeg.rf.0ff0787591b08ad62e25ae79a2e569e7.jpg,640,640,Klarix,213,426,302,465
WhatsApp-Image-2023-04-12-at-12-48-15-AM_jpeg.rf.109caaacefd5b9dccca681f60a58d4ce.jpg,640,640,Letrozol,362,244,451,276
WhatsApp-Image-2023-04-12-at-12-48-15-AM_jpeg.rf.109caaacefd5b9dccca681f60a58d4ce.jpg,640,640,Gynova,331,305,439,338
WhatsApp-Image-2023-04-12-at-12-48-15-AM_jpeg.rf.109caaacefd5b9dccca681f60a58d4ce.jpg,640,640,Nexum,336,381,430,407
WhatsApp-Image-2023-04-12-at-12-48-15-AM_jpeg.rf.109caaacefd5b9dccca681f60a58d4ce.jpg,640,640,Thyrin,298,444,390,471
WhatsApp-Image-2023-04-12-at-12-48-15-AM_jpeg.rf.109caaacefd5b9dccca681f60a58d4ce.jpg,640,640,Microgest,315,490,432,519
340988471_962198441859371_8010983183660827082_n_jpg.rf.142093cfc28ca26456a7f4b15de88d7d.jpg,640,640,Arotril,324,340,396,368
340988471_962198441859371_8010983183660827082_n_jpg.rf.142093cfc28ca26456a7f4b15de88d7d.jpg,640,640,Backtone,315,403,394,424
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Nexum Mups,334,113,528,148
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Neucos B,357,178,519,209
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Coralcal D,369,226,561,257
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Thyrox,382,284,497,314
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Bontiv,404,361,515,389
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Myolax,404,413,515,444
WhatsApp-Image-2023-04-12-at-12-22-31-PM_jpeg.rf.18eb1f6e0b24aee6abf075e203d6f9bb.jpg,640,640,Demovo,297,522,427,556
340477321_943961413400570_4869017988694814445_n_jpg.rf.159d2275b2f63b1a33f0ce30848510ba.jpg,640,640,Tridopa,163,212,273,237
340477321_943961413400570_4869017988694814445_n_jpg.rf.159d2275b2f63b1a33f0ce30848510ba.jpg,640,640,Syndopa,158,248,266,284
340477321_943961413400570_4869017988694814445_n_jpg.rf.159d2275b2f63b1a33f0ce30848510ba.jpg,640,640,Perkirol,171,296,280,321
340477321_943961413400570_4869017988694814445_n_jpg.rf.159d2275b2f63b1a33f0ce30848510ba.jpg,640,640,Bopam,157,369,256,404
340477321_943961413400570_4869017988694814445_n_jpg.rf.159d2275b2f63b1a33f0ce30848510ba.jpg,640,640,Filfresh,141,405,276,432
WhatsApp-Image-2023-04-12-at-12-23-45-PM_jpeg.rf.102bc9e490f0712190155cf43b914b92.jpg,640,640,Gensulin M,297,268,437,289
WhatsApp-Image-2023-04-12-at-12-23-45-PM_jpeg.rf.102bc9e490f0712190155cf43b914b92.jpg,640,640,Empalina,339,363,455,388
WhatsApp-Image-2023-04-12-at-12-23-45-PM_jpeg.rf.102bc9e490f0712190155cf43b914b92.jpg,640,640,Rosuva,346,426,439,451
WhatsApp-Image-2023-04-12-at-12-23-45-PM_jpeg.rf.102bc9e490f0712190155cf43b914b92.jpg,640,640,Camlosart,341,484,497,511
WhatsApp-Image-2023-04-12-at-12-23-45-PM_jpeg.rf.102bc9e490f0712190155cf43b914b92.jpg,640,640,Fenatrol,361,541,473,570
WhatsApp-Image-2023-04-12-at-12-23-45-PM_jpeg.rf.102bc9e490f0712190155cf43b914b92.jpg,640,640,NeuroB,352,593,489,620
WhatsApp-Image-2023-04-12-at-12-22-10-PM_jpeg.rf.135728e71e14dddb84d74b2c4cefc7f3.jpg,640,640,Ecosprin,269,63,439,108
WhatsApp-Image-2023-04-12-at-12-22-10-PM_jpeg.rf.135728e71e14dddb84d74b2c4cefc7f3.jpg,640,640,Pantobex,294,190,449,229
WhatsApp-Image-2023-04-12-at-12-22-10-PM_jpeg.rf.135728e71e14dddb84d74b2c4cefc7f3.jpg,640,640,Aristocal D,310,358,556,399
WhatsApp-Image-2023-04-12-at-12-22-10-PM_jpeg.rf.135728e71e14dddb84d74b2c4cefc7f3.jpg,640,640,Rosutin,300,460,510,509
WhatsApp-Image-2023-04-12-at-12-46-20-AM-1-_jpeg.rf.11e634f5b38d4dc7334c247557664a7f.jpg,640,640,Doxicap,173,386,259,422
WhatsApp-Image-2023-04-12-at-12-46-20-AM-1-_jpeg.rf.11e634f5b38d4dc7334c247557664a7f.jpg,640,640,Nexum Mups,168,470,309,503
WhatsApp-Image-2023-04-12-at-12-46-20-AM-1-_jpeg.rf.11e634f5b38d4dc7334c247557664a7f.jpg,640,640,Menthol,143,261,253,295
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Ansulin,211,152,288,183
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Empalina,239,213,332,242
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Naprox,257,259,335,285
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Maxima Mups,273,305,395,328
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Supra B,275,343,364,367
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Montair,336,391,417,414
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Brezofil,353,431,435,458
WhatsApp-Image-2023-04-12-at-12-22-25-PM-1-_jpeg.rf.1297c646b2b43cb5927227b954fa4bd3.jpg,640,640,Santogen,350,473,443,501
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Anclog,221,181,306,212
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Avas,211,239,271,270
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Nitrocard,205,294,311,332
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Metazine MR,210,354,353,398
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Sentix,207,417,286,450
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Montane,208,468,311,506
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Optimox,222,521,318,556
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.1773920ae7053a5f7650b00487695061.jpg,640,640,Nexum Mups,225,564,363,597
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Azithrocin,281,35,385,61
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Fexo,310,95,366,119
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Halobet,290,168,371,195
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Emolent,308,225,409,252
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Almex,383,283,464,310
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Esoral,405,358,501,395
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Ticas,361,447,432,485
WhatsApp-Image-2023-04-16-at-8-25-32-PM-2-_jpeg.rf.166bda79718da42bb7dc0b0d758d9f33.jpg,640,640,Zinoral,353,573,493,608
WhatsApp-Image-2023-04-12-at-12-22-27-PM_jpeg.rf.0b44507724cc50c4251247a5f02d9479.jpg,640,640,Diapro MR,267,196,426,226
WhatsApp-Image-2023-04-12-at-12-22-27-PM_jpeg.rf.0b44507724cc50c4251247a5f02d9479.jpg,640,640,Jardimet,268,311,417,340
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Anclog,221,181,306,212
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Avas,211,239,271,270
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Nitrocard,205,294,311,332
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Metazine MR,210,354,353,398
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Sentix,207,417,286,450
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Montane,208,468,311,506
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Optimox,222,521,318,556
WhatsApp-Image-2023-04-12-at-12-48-06-AM-1-_jpeg.rf.16f2eacb61b474d9103b2c3752737d4a.jpg,640,640,Nexum Mups,225,564,363,597
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Bisopro,331,125,423,159
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Bizoran,330,182,426,211
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Comprid,321,242,436,273
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Comet,325,315,414,349
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Omidon,324,392,426,418
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Sergel,351,451,427,472
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Abdalan,354,490,464,520
WhatsApp-Image-2023-04-12-at-12-22-06-PM_jpeg.rf.14b9145506ea318d6bac61a9258db5f1.jpg,640,640,Filmet,348,549,438,573
WhatsApp-Image-2023-04-11-at-11-49-37-PM-1-_jpeg.rf.118d0d6f2db4c0ab7d3ecc21f88fae95.jpg,640,640,Betacard,105,28,267,64
WhatsApp-Image-2023-04-11-at-11-49-37-PM-1-_jpeg.rf.118d0d6f2db4c0ab7d3ecc21f88fae95.jpg,640,640,Metazine MR,142,92,338,123
WhatsApp-Image-2023-04-11-at-11-49-37-PM-1-_jpeg.rf.118d0d6f2db4c0ab7d3ecc21f88fae95.jpg,640,640,Clognil,126,138,267,178
WhatsApp-Image-2023-04-11-at-11-49-37-PM-1-_jpeg.rf.118d0d6f2db4c0ab7d3ecc21f88fae95.jpg,640,640,Emixef,130,200,270,224
WhatsApp-Image-2023-04-11-at-11-49-37-PM-1-_jpeg.rf.118d0d6f2db4c0ab7d3ecc21f88fae95.jpg,640,640,Renova-XR,129,249,347,286
WhatsApp-Image-2023-04-11-at-11-49-37-PM-1-_jpeg.rf.118d0d6f2db4c0ab7d3ecc21f88fae95.jpg,640,640,Sompraz,149,315,333,350
WhatsApp-Image-2023-04-13-at-1-56-09-PM_jpeg.rf.12d9c4592c1ee2c61b53b5b4ff12ae7b.jpg,640,640,Cosec,131,375,261,407
WhatsApp-Image-2023-04-13-at-1-56-09-PM_jpeg.rf.12d9c4592c1ee2c61b53b5b4ff12ae7b.jpg,640,640,Artica,114,445,259,483
WhatsApp-Image-2023-04-13-at-1-56-09-PM_jpeg.rf.12d9c4592c1ee2c61b53b5b4ff12ae7b.jpg,640,640,Alcet,97,510,229,539
WhatsApp-Image-2023-04-13-at-1-56-09-PM_jpeg.rf.12d9c4592c1ee2c61b53b5b4ff12ae7b.jpg,640,640,Pevintin,206,566,416,602
WhatsApp-Image-2023-04-13-at-1-56-09-PM_jpeg.rf.12d9c4592c1ee2c61b53b5b4ff12ae7b.jpg,640,640,Itrafun,176,159,279,191
340781382_925495238759016_8816044987334576800_n_jpg.rf.1966a2991010bbe1e691e3c0201a7837.jpg,640,640,Prolaxan,268,151,387,186
340781382_925495238759016_8816044987334576800_n_jpg.rf.1966a2991010bbe1e691e3c0201a7837.jpg,640,640,Folison,269,243,379,275
340781382_925495238759016_8816044987334576800_n_jpg.rf.1966a2991010bbe1e691e3c0201a7837.jpg,640,640,Nid,259,329,319,365
WhatsApp-Image-2023-04-12-at-12-46-22-AM_jpeg.rf.18556755541695d43594aaff7eababdb.jpg,640,640,Zifolet,465,260,563,285
WhatsApp-Image-2023-04-12-at-12-46-22-AM_jpeg.rf.18556755541695d43594aaff7eababdb.jpg,640,640,Paloxi,488,348,578,380
WhatsApp-Image-2023-04-12-at-12-46-22-AM_jpeg.rf.18556755541695d43594aaff7eababdb.jpg,640,640,Maxpro,476,441,572,461
WhatsApp-Image-2023-04-12-at-12-46-22-AM_jpeg.rf.18556755541695d43594aaff7eababdb.jpg,640,640,Viset,492,533,572,555
WhatsApp-Image-2023-04-11-at-11-49-39-PM-2-_jpeg.rf.17d012db0810643f5e05235fb4e4c6f4.jpg,640,640,Ceevit,162,453,293,488
WhatsApp-Image-2023-04-11-at-11-49-39-PM-2-_jpeg.rf.17d012db0810643f5e05235fb4e4c6f4.jpg,640,640,Marincal DX,171,358,362,395
WhatsApp-Image-2023-04-11-at-11-49-39-PM-2-_jpeg.rf.17d012db0810643f5e05235fb4e4c6f4.jpg,640,640,Maxpro,173,282,304,318
WhatsApp-Image-2023-04-11-at-11-49-39-PM-2-_jpeg.rf.17d012db0810643f5e05235fb4e4c6f4.jpg,640,640,Etorac,164,221,277,246
